id,code,type,volatility,threshold,absolute_threshold,policy_min_threshold,history_and_avg_absdelta,impact_score,missed_flag_sample,false_flag_sample,created_at,updated_at,special_term,mad,k_and_flagrate,categories
301,6654 Internet & TV Services,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
302,6655 Other Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
303,6750 Telephone Expense,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
304,6800 Telephone Expense,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
305,6800 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
306,6801 Cable & Internet,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
307,6801 Gas & Car Charge,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
308,6801 Gas & Fuel,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
309,6806 Telephone,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
310,68100 Telephone Expense,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
311,6850 Telephone,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
312,68600 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
313,6900 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
314,6950 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
315,60004 Officer Commissions,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
316,6602 Equipment Insurance,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
317,6603 Dental Insurance,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
318,6604 Health insurance,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
319,6605 Life & Vision Insurance,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
320,6606 Workers Comp Insurance,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
321,6601 General Liability Insurance,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
326,gross profit,other,semi_variable,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":5,""confidence"":0,""created_on"":""2026-05-16T11:38:56Z"",""closing_month"":""03-2026""},{""value"":5,""confidence"":0,""created_on"":""2026-05-20T10:26:44Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T11:40:31Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T13:55:50Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T14:57:20Z"",""closing_month"":""03-2026""}]}]",,0.05,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""11-2025"":40655.31},{""12-2025"":68985.79},{""01-2026"":85247.85},{""02-2026"":100691.24},{""03-2026"":105372.68},{""10-2025"":135090.16}],""avg_absdelta"":0.37,""coefficient_of_variation"":0.73}]",,,,2026-05-10 17:24:41.986055+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0.8,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
327,60010 officer wages,opex,semi_variable,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":5,""confidence"":0,""created_on"":""2026-05-16T11:38:56Z"",""closing_month"":""03-2026""},{""value"":5,""confidence"":0,""created_on"":""2026-05-20T10:26:54Z"",""closing_month"":""03-2026""},{""value"":0.19,""confidence"":0,""created_on"":""2026-05-20T11:40:43Z"",""closing_month"":""03-2026""},{""value"":0.19,""confidence"":0,""created_on"":""2026-05-20T13:55:59Z"",""closing_month"":""03-2026""},{""value"":0.19,""confidence"":0,""created_on"":""2026-05-20T14:57:29Z"",""closing_month"":""03-2026""}]}]",,0.05,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""12-2025"":7912.5},{""01-2026"":11862.5},{""02-2026"":10235},{""03-2026"":10900},{""10-2025"":8360},{""11-2025"":7912.5}],""avg_absdelta"":0.15,""coefficient_of_variation"":1.19}]",,,,2026-05-10 17:24:42.044351+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0.2,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
328,64000 rent & utility expenses,opex,fixed,,,0.05,,,,,2026-05-10 17:24:42.261505+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
329,64010 rent,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":5,""confidence"":0,""created_on"":""2026-05-16T11:38:56Z"",""closing_month"":""03-2026""},{""value"":5,""confidence"":0,""created_on"":""2026-05-20T10:27:05Z"",""closing_month"":""03-2026""},{""value"":0.07,""confidence"":0,""created_on"":""2026-05-20T11:40:50Z"",""closing_month"":""03-2026""},{""value"":0.07,""confidence"":0,""created_on"":""2026-05-20T13:56:34Z"",""closing_month"":""03-2026""},{""value"":0.07,""confidence"":0,""created_on"":""2026-05-20T14:58:04Z"",""closing_month"":""03-2026""}]}]",,0.05,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""03-2026"":1437.13},{""10-2025"":1421.08},{""11-2025"":1389.28},{""12-2025"":1539.51},{""01-2026"":1437.13},{""02-2026"":1437.13}],""avg_absdelta"":0.04,""coefficient_of_variation"":1.07}]",,,,2026-05-10 17:24:42.311449+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0.2,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
330,66000 insurance expenses,opex,fixed,,,0.05,,,,,2026-05-10 17:24:42.434911+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
331,66010 auto insurance,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":5,""confidence"":0,""created_on"":""2026-05-16T11:38:57Z"",""closing_month"":""03-2026""},{""value"":5,""confidence"":0,""created_on"":""2026-05-20T10:27:13Z"",""closing_month"":""03-2026""},{""value"":0.09,""confidence"":0,""created_on"":""2026-05-20T11:40:59Z"",""closing_month"":""03-2026""},{""value"":0.09,""confidence"":0,""created_on"":""2026-05-20T13:56:57Z"",""closing_month"":""03-2026""},{""value"":0.09,""confidence"":0,""created_on"":""2026-05-20T14:58:29Z"",""closing_month"":""03-2026""}]}]",,0.05,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""11-2025"":316.28},{""12-2025"":408.28},{""01-2026"":316.28},{""02-2026"":316.28},{""03-2026"":316.28},{""10-2025"":326.66}],""avg_absdelta"":0.11,""coefficient_of_variation"":1.13}]",,,,2026-05-10 17:24:42.479053+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0.4,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
332,66020 business insurance,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":5,""confidence"":0,""created_on"":""2026-05-16T11:38:57Z"",""closing_month"":""03-2026""},{""value"":5,""confidence"":0,""created_on"":""2026-05-20T10:27:22Z"",""closing_month"":""03-2026""},{""value"":0.16,""confidence"":0,""created_on"":""2026-05-20T11:41:08Z"",""closing_month"":""03-2026""},{""value"":0.16,""confidence"":0,""created_on"":""2026-05-20T13:57:06Z"",""closing_month"":""03-2026""},{""value"":0.16,""confidence"":0,""created_on"":""2026-05-20T14:58:38Z"",""closing_month"":""03-2026""}]}]",,0.05,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""10-2025"":39.58},{""11-2025"":39.58},{""12-2025"":39.58},{""01-2026"":47.66},{""02-2026"":31.51},{""03-2026"":39.58}],""avg_absdelta"":0.16,""coefficient_of_variation"":0.86}]",,,,2026-05-10 17:24:42.521191+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0.6,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
333,66030 cyber insurance,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":5,""confidence"":0,""created_on"":""2026-05-16T11:38:57Z"",""closing_month"":""03-2026""},{""value"":5,""confidence"":0,""created_on"":""2026-05-20T10:27:31Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T11:41:18Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T13:57:16Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T14:58:46Z"",""closing_month"":""03-2026""}]}]",,0.05,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""01-2026"":310},{""02-2026"":310},{""03-2026"":310},{""10-2025"":227.09},{""11-2025"":227.09},{""12-2025"":227.09}],""avg_absdelta"":0.07,""coefficient_of_variation"":2}]",,,,2026-05-10 17:24:42.571426+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0.2,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
334,66040 disability insurance,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":5,""confidence"":0,""created_on"":""2026-05-16T11:38:57Z"",""closing_month"":""03-2026""},{""value"":5,""confidence"":0,""created_on"":""2026-05-20T10:27:40Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T11:41:18Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T13:57:17Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T14:58:46Z"",""closing_month"":""03-2026""}]}]",,0.05,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""10-2025"":170.54},{""11-2025"":170.54},{""12-2025"":170.54},{""01-2026"":170.54},{""02-2026"":170.54},{""03-2026"":170.54}],""avg_absdelta"":0,""coefficient_of_variation"":0}]",,,,2026-05-10 17:24:42.61394+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
335,66060 liability insurance,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":5,""confidence"":0,""created_on"":""2026-05-16T11:38:57Z"",""closing_month"":""03-2026""},{""value"":5,""confidence"":0,""created_on"":""2026-05-20T10:27:53Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T11:41:25Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T13:57:24Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T14:58:52Z"",""closing_month"":""03-2026""}]}]",,0.05,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""01-2026"":175.25},{""02-2026"":175.26},{""03-2026"":175.26},{""10-2025"":175.25},{""11-2025"":175.25},{""12-2025"":175.25}],""avg_absdelta"":0,""coefficient_of_variation"":2}]",,,,2026-05-10 17:24:42.654708+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
336,66070 officer health insurance,opex,semi_variable,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":5,""confidence"":0,""created_on"":""2026-05-16T11:38:57Z"",""closing_month"":""03-2026""},{""value"":5,""confidence"":0,""created_on"":""2026-05-20T10:28:02Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T11:41:32Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T13:57:30Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T14:59:01Z"",""closing_month"":""03-2026""}]}]",,0.05,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""03-2026"":2149.43},{""10-2025"":1898.54},{""11-2025"":1898.54},{""12-2025"":1898.54},{""01-2026"":2149.43},{""02-2026"":2149.43}],""avg_absdelta"":0.03,""coefficient_of_variation"":2}]",,,,2026-05-10 17:24:42.697484+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0.2,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
337,68000 legal & professional fees,opex,semi_variable,,,0.05,,,,,2026-05-10 17:24:42.740256+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
338,68010 accounting fees,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":5,""confidence"":0,""created_on"":""2026-05-16T11:38:57Z"",""closing_month"":""03-2026""},{""value"":5,""confidence"":0,""created_on"":""2026-05-20T10:28:10Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T11:41:32Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T13:57:31Z"",""closing_month"":""03-2026""},{""value"":0.05,""confidence"":0,""created_on"":""2026-05-20T14:59:02Z"",""closing_month"":""03-2026""}]}]",,0.05,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""12-2025"":4004.75},{""01-2026"":4533.5},{""02-2026"":4111.5},{""03-2026"":3765.5},{""10-2025"":3740},{""11-2025"":3873.75}],""avg_absdelta"":0.08,""coefficient_of_variation"":0.49}]",,,,2026-05-10 17:24:42.786016+00,2026-05-15 09:27:26.619068+00,TRUE,,"[{""k"":[{""stats"":{""flag_rate"":0.6,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
,5100 Direct Labor,,,,,,,,,,,,,,,wages
,6000 Payroll,,,,,,,,,,,,,,,wages
,6020 Payroll - Employees,,,,,,,,,,,,,,,wages
,6024 Employee PTO,,,,,,,,,,,,,,,wages
,6404 HSA Contribution,,,,,,,,,,,,,,,wages
,6405 Worker's Comp,,,,,,,,,,,,,,,wages
,5100 Direct Labor - COGS,,,,,,,,,,,,,,,wages
,5103 Direct Labor PR - Commiss...,,,,,,,,,,,,,,,wages
,5104 Direct Labor PR - Health ...,,,,,,,,,,,,,,,wages
,5105 Direct Labor PR - Wellnes...,,,,,,,,,,,,,,,wages
,6100 Indirect Labor - Employees,,,,,,,,,,,,,,,wages
,52100-000 Payroll Expenses,,,,,,,,,,,,,,,wages
,52103-001 Benefits,,,,,,,,,,,,,,,wages
,53100-000 Payroll Expenses,,,,,,,,,,,,,,,wages
,53103-001 Benefits,,,,,,,,,,,,,,,wages
,60010-000 Payroll Expenses,,,,,,,,,,,,,,,wages
,65100-000 Payroll Expenses,,,,,,,,,,,,,,,wages
,6350 Payroll Expenses,,,,,,,,,,,,,,,wages
,3-65500 Payroll Expenses,,,,,,,,,,,,,,,wages
,6450 Payroll Expenses,,,,,,,,,,,,,,,wages
,6454 Workers Comp,,,,,,,,,,,,,,,wages
,60000 Payroll Expenses,,,,,,,,,,,,,,,wages
,6020 Payroll Expenses,,,,,,,,,,,,,,,wages
,6400 Payroll Expenses,,,,,,,,,,,,,,,wages
,6403 Bradley Feldman - Payroll,,,,,,,,,,,,,,,wages
,6404 Jacci Pearce - Payroll,,,,,,,,,,,,,,,wages
,6000 Payroll Expenses,,,,,,,,,,,,,,,wages
,5002 Direct Labor Employer Taxes,,,,,,,,,,,,,,,wages
,6025 Payroll Expenses,,,,,,,,,,,,,,,wages
,6350 Payroll & Other Employee Exp.,,,,,,,,,,,,,,,wages
,6351 Payroll Services,,,,,,,,,,,,,,,wages
,6358 Overtime,,,,,,,,,,,,,,,wages
,6360 PTO,,,,,,,,,,,,,,,wages
,5010 Direct Labor,,,,,,,,,,,,,,,wages
,51100-000 Payroll Expenses,,,,,,,,,,,,,,,wages
,51130-001 Benefits,,,,,,,,,,,,,,,wages
,60014-001 Benefits,,,,,,,,,,,,,,,wages
,65102-001 Benefits,,,,,,,,,,,,,,,wages
,5020 Direct Payroll Expenses,,,,,,,,,,,,,,,wages
,5023 Employee PR - DL PTO,,,,,,,,,,,,,,,wages
,5120 The Garage Agency - Direct Payroll Expen...,,,,,,,,,,,,,,,wages
,5220 The TREAD Agency - Direct Payroll Expenses,,,,,,,,,,,,,,,wages
,6000 Indirect Payroll Expenses,,,,,,,,,,,,,,,wages
,6020 Payroll Expenses - Employee,,,,,,,,,,,,,,,wages
,6023 Employee PR - PTO,,,,,,,,,,,,,,,wages
,6030 Payroll Expense - 401k EE Match,,,,,,,,,,,,,,,wages
,6031 Payroll Expense - Medical Benefits,,,,,,,,,,,,,,,wages
,6033 Payroll Expense - Worker'...,,,,,,,,,,,,,,,wages
,4-65500 Payroll Expenses,,,,,,,,,,,,,,,wages
,5100 Direct Payroll Expense,,,,,,,,,,,,,,,wages
,6000 Payroll Expense,,,,,,,,,,,,,,,wages
,6025 Benefits,,,,,,,,,,,,,,,wages
,60006 Profit Share Contributions,,,,,,,,,,,,,,,wages
,1-54000 Direct Labor,,,,,,,,,,,,,,,wages
,1-65500 Payroll Expenses,,,,,,,,,,,,,,,wages
,6550 Payroll Expenses,,,,,,,,,,,,,,,wages
,6553 Employer Taxes & Benefits,,,,,,,,,,,,,,,wages
,6556 Unemployement Benefits,,,,,,,,,,,,,,,wages
,6700 Payroll & Employee Expenses,,,,,,,,,,,,,,,wages
,6705 401K Match,,,,,,,,,,,,,,,wages
,6706 Health Benefits,,,,,,,,,,,,,,,wages
,6707 Other Benefits,,,,,,,,,,,,,,,wages
,5130 Direct Labor - 401K,,,,,,,,,,,,,,,wages
,5180 Direct Labor - Worker's Comp,,,,,,,,,,,,,,,wages
,6140 Employee PR - PTO,,,,,,,,,,,,,,,wages
,6180 Employee PR - Worker's Comp,,,,,,,,,,,,,,,wages
,6220 Retirement & Benefits,,,,,,,,,,,,,,,wages
,5310 Payroll - Direct,,,,,,,,,,,,,,,wages
,5315 Benefits - Direct,,,,,,,,,,,,,,,wages
,5330 Vacation - Direct,,,,,,,,,,,,,,,wages
,6010 Payroll - G&A,,,,,,,,,,,,,,,wages
,6015 Benefits - G&A,,,,,,,,,,,,,,,wages
,6030 Vacation - G&A,,,,,,,,,,,,,,,wages
,6011 PTO Expense,,,,,,,,,,,,,,,wages
,6450 Payroll Benefits,,,,,,,,,,,,,,,wages
,55000 Direct Labor,,,,,,,,,,,,,,,wages
,50015 Direct Labor,,,,,,,,,,,,,,,wages
,60040 401K Match,,,,,,,,,,,,,,,wages
,60070 Other Benefits,,,,,,,,,,,,,,,wages
,60000 Payroll Expense,,,,,,,,,,,,,,,wages
,60031 401K Match,,,,,,,,,,,,,,,wages
,6300 Indirect Payroll Expenses,,,,,,,,,,,,,,,wages
,51200 Direct Labor,,,,,,,,,,,,,,,wages
,64000 Payroll Expenses,,,,,,,,,,,,,,,wages
,22100-000 401k Withholding,,,,,,,,,,,,,,,wages
,22200-001 Payroll Clearing,,,,,,,,,,,,,,,wages
,22200-002 Payroll benefits,,,,,,,,,,,,,,,wages
,12700-000 Software Development Costs,,,,,,,,,,,,,,,subscriptions
,40000 Monthly Membership Fees,,,,,,,,,,,,,,,subscriptions
,40100-007 Premium Membership,,,,,,,,,,,,,,,subscriptions
,41000 Membership Fees,,,,,,,,,,,,,,,subscriptions
,6412 Employer Tax,,,,,,,,,,,,,,,pr_taxes
,22200-003 Payroll tax paya...,,,,,,,,,,,,,,,pr_taxes
,22301-000 Federal Income Tax Payable,,,,,,,,,,,,,,,pr_taxes
,5003 Direct Labor - PR Fees,,,,,,,,,,,,,,,pr_fees
,6032 Payroll Expense - PR Fees,,,,,,,,,,,,,,,pr_fees
,61560 401k Admin,,,,,,,,,,,,,,,pr_fees
,63011 401K Admin Fees,,,,,,,,,,,,,,,pr_fees
,6402 General Liability,,,,,,,,,,,,,,,insurance
,6403 Health,,,,,,,,,,,,,,,insurance
,6104 Employee PR - Health Bene...,,,,,,,,,,,,,,,insurance
,6105 Employee PR - Wellness Benefit,,,,,,,,,,,,,,,insurance
,3-63020 Health,,,,,,,,,,,,,,,insurance
,3-63030 Liability,,,,,,,,,,,,,,,insurance
,3-63050 Umbrella,,,,,,,,,,,,,,,insurance
,3-63060 Workers Compensation,,,,,,,,,,,,,,,insurance
,6035 Company Contributions,,,,,,,,,,,,,,,insurance
,4-63020 Health,,,,,,,,,,,,,,,insurance
,4-63030 Liability & Property,,,,,,,,,,,,,,,insurance
,4-65560 Workers Compensation,,,,,,,,,,,,,,,insurance
,60601 Health,,,,,,,,,,,,,,,insurance
,60604 Workmans Comp,,,,,,,,,,,,,,,insurance
,1-63020 Health,,,,,,,,,,,,,,,insurance
,1-63030 Liability,,,,,,,,,,,,,,,insurance
,1-63060 Workers Compensation,,,,,,,,,,,,,,,insurance
,6201 General Liability Insuranc,,,,,,,,,,,,,,,insurance
,62301 Liability,,,,,,,,,,,,,,,insurance
,62302 Workmans Comp,,,,,,,,,,,,,,,insurance
,66080 Worker's Compensation,,,,,,,,,,,,,,,insurance
,66070 Life/Dental/Vision,,,,,,,,,,,,,,,insurance
,64400 Company Contributions,,,,,,,,,,,,,,,insurance
,6102 Lease,,,,,,,,,,,,,,,rent
,6704 Property Tax,,,,,,,,,,,,,,,rent
,6725 Storage,,,,,,,,,,,,,,,rent
,11700-000 Lease Deposits,,,,,,,,,,,,,,,rent
,6804 Lease Expense,,,,,,,,,,,,,,,rent
,3-63040 Property,,,,,,,,,,,,,,,rent
,3-64020 CAM Charges,,,,,,,,,,,,,,,rent
,3-67640 Property,,,,,,,,,,,,,,,rent
,6051 Auto and Truck Lease,,,,,,,,,,,,,,,rent
,6060 Facilities Expense,,,,,,,,,,,,,,,rent
,4002 Lease Commission,,,,,,,,,,,,,,,rent
,6107 Property Websites,,,,,,,,,,,,,,,rent
,6205 US Storage,,,,,,,,,,,,,,,rent
,6018 Lease,,,,,,,,,,,,,,,rent
,6060 Facilities,,,,,,,,,,,,,,,rent
,6066 Facility Repair & Maintenance,,,,,,,,,,,,,,,rent
,6088 Auto Lease,,,,,,,,,,,,,,,rent
,5012 Warehouse,,,,,,,,,,,,,,,rent
,6250 Facilities Expenses,,,,,,,,,,,,,,,rent
,6252 Commercial Storage Lease,,,,,,,,,,,,,,,rent
,6401 Taxes - Property,,,,,,,,,,,,,,,rent
,40200-004 Storage Locker,,,,,,,,,,,,,,,rent
,6702 Lease,,,,,,,,,,,,,,,rent
,4-60600 Car Lease,,,,,,,,,,,,,,,rent
,61402 Property,,,,,,,,,,,,,,,rent
